                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.94014,                0.40578,                0.98504,                0.98553,                0.96259,                0.98511,                 0.7198,                 1.0553,                0.33881,                0.99652,              0.0069904,              0.0069904,              0.0069904
                    155,                0.93787,                0.40649,                 0.9794,                0.98552,                0.96186,                0.98518,                0.71991,                 1.0555,                0.33868,                0.99618,              0.0069706,              0.0069706,              0.0069706
                    156,                 0.9382,                0.40577,                0.98692,                0.98498,                0.96197,                0.98517,                0.71973,                  1.056,                0.33823,                0.99599,              0.0069508,              0.0069508,              0.0069508
                    157,                0.94256,                0.40581,                0.98743,                0.98497,                0.96189,                 0.9853,                0.71892,                 1.0563,                  0.338,                0.99607,               0.006931,               0.006931,               0.006931
                    158,                0.94044,                0.40371,                0.98247,                0.98457,                 0.9625,                0.98534,                0.71875,                 1.0566,                0.33766,                  0.996,              0.0069112,              0.0069112,              0.0069112
                    159,                0.93412,                0.40521,                0.98287,                0.98438,                 0.9625,                0.98536,                0.71799,                 1.0569,                0.33789,                0.99616,              0.0068914,              0.0068914,              0.0068914
                    160,                0.93722,                 0.4042,                0.97971,                0.98442,                0.96196,                 0.9852,                0.71832,                 1.0573,                0.33795,                0.99631,              0.0068716,              0.0068716,              0.0068716
                    161,                0.93605,                0.40445,                0.98255,                0.98434,                0.96196,                0.98523,                0.71815,                 1.0575,                0.33789,                0.99657,              0.0068518,              0.0068518,              0.0068518
                    162,                 0.9374,                0.40471,                0.97828,                0.98343,                0.96196,                0.98527,                0.71806,                 1.0576,                0.33784,                0.99657,               0.006832,               0.006832,               0.006832
                    163,                0.93627,                0.40211,                0.98047,                0.98473,                0.96196,                0.98527,                0.71783,                 1.0579,                0.33773,                0.99681,              0.0068122,              0.0068122,              0.0068122
                    164,                0.93467,                0.40477,                0.98451,                 0.9846,                0.96196,                0.98525,                0.71792,                 1.0583,                0.33755,                0.99696,              0.0067924,              0.0067924,              0.0067924
                    165,                 0.9345,                0.40175,                0.98773,                0.98443,                0.96196,                0.98538,                0.71779,                 1.0588,                0.33763,                0.99718,              0.0067726,              0.0067726,              0.0067726
                    166,                 0.9402,                0.40465,                0.98804,                0.98443,                 0.9623,                0.98537,                0.71829,                 1.0593,                0.33781,                0.99754,              0.0067528,              0.0067528,              0.0067528
                    167,                0.93163,                0.40219,                0.98644,                0.98443,                 0.9622,                0.98537,                0.71775,                 1.0598,                0.33789,                0.99787,               0.006733,               0.006733,               0.006733
                    168,                0.93082,                 0.4023,                0.98115,                0.98396,                0.96196,                0.98536,                0.71856,                 1.0601,                0.33804,                0.99784,              0.0067132,              0.0067132,              0.0067132
                    169,                0.93168,                0.40265,                0.98341,                0.98321,                0.96359,                 0.9852,                 0.7182,                 1.0605,                0.33766,                0.99746,              0.0066934,              0.0066934,              0.0066934
                    170,                0.93142,                 0.4039,                 0.9843,                0.98308,                0.96359,                0.98517,                0.71823,                 1.0609,                0.33773,                 0.9973,              0.0066736,              0.0066736,              0.0066736
                    171,                0.92979,                0.40472,                0.97264,                0.98659,                0.95973,                0.98528,                0.71818,                 1.0613,                0.33796,                0.99644,              0.0066538,              0.0066538,              0.0066538
                    172,                0.92949,                0.40085,                0.98119,                0.98696,                0.95924,                0.98535,                0.71783,                 1.0615,                0.33816,                0.99629,               0.006634,               0.006634,               0.006634
                    173,                0.92743,                0.40131,                  0.981,                0.98175,                0.96482,                0.98542,                0.71748,                 1.0621,                0.33819,                0.99631,              0.0066142,              0.0066142,              0.0066142
                    174,                0.92543,                    0.4,                0.98231,                0.98174,                0.96427,                0.98549,                0.71762,                 1.0625,                 0.3381,                0.99637,              0.0065944,              0.0065944,              0.0065944
                    175,                0.92932,                0.40254,                0.98352,                0.98175,                0.96478,                0.98517,                0.71779,                 1.0629,                0.33831,                0.99647,              0.0065746,              0.0065746,              0.0065746
                    176,                0.93046,                0.40099,                0.98284,                0.98176,                0.96513,                0.98514,                0.71782,                 1.0632,                0.33828,                 0.9964,              0.0065548,              0.0065548,              0.0065548
                    177,                0.92345,                0.39949,                0.97825,                0.98122,                0.96544,                0.98549,                0.71815,                 1.0635,                0.33812,                0.99691,               0.006535,               0.006535,               0.006535
                    178,                0.92245,                0.39613,                0.97973,                0.98102,                 0.9663,                0.98546,                0.71765,                 1.0639,                0.33804,                0.99718,              0.0065152,              0.0065152,              0.0065152
                    179,                 0.9271,                 0.3987,                0.98528,                0.98178,                0.96619,                0.98548,                0.71767,                 1.0642,                0.33797,                0.99744,              0.0064954,              0.0064954,              0.0064954
                    180,                0.92919,                  0.399,                0.98238,                0.98177,                 0.9661,                0.98536,                0.71718,                 1.0647,                0.33777,                0.99736,              0.0064756,              0.0064756,              0.0064756
                    181,                  0.919,                0.39654,                0.97912,                0.98104,                 0.9663,                0.98544,                0.71717,                 1.0652,                0.33714,                0.99748,              0.0064558,              0.0064558,              0.0064558
                    182,                 0.9223,                0.40213,                0.98403,                0.98176,                0.96514,                 0.9854,                0.71749,                 1.0656,                0.33688,                0.99763,               0.006436,               0.006436,               0.006436
                    183,                0.92225,                0.39981,                 0.9856,                0.98176,                 0.9652,                0.98535,                0.71728,                 1.0658,                0.33641,                0.99753,              0.0064162,              0.0064162,              0.0064162
                    184,                0.92782,                0.40025,                0.98137,                0.98336,                0.96413,                0.98529,                0.71693,                  1.066,                0.33646,                0.99739,              0.0063964,              0.0063964,              0.0063964
                    185,                0.92115,                0.39829,                0.97912,                0.98383,                0.96359,                0.98532,                0.71675,                 1.0661,                0.33613,                0.99714,              0.0063766,              0.0063766,              0.0063766
                    186,                 0.9163,                0.39554,                0.97721,                0.98337,                0.96389,                0.98498,                0.71661,                 1.0664,                0.33621,                0.99688,              0.0063568,              0.0063568,              0.0063568
                    187,                0.91925,                0.39681,                0.97005,                0.98457,                0.96304,                0.98505,                0.71594,                 1.0669,                0.33654,                0.99658,               0.006337,               0.006337,               0.006337
                    188,                0.91664,                0.39552,                0.97468,                0.98424,                0.96304,                0.98526,                0.71623,                 1.0673,                0.33618,                0.99636,              0.0063172,              0.0063172,              0.0063172
                    189,                0.91853,                0.39379,                0.97773,                0.98444,                0.96304,                0.98515,                0.71683,                 1.0676,                0.33632,                0.99649,              0.0062974,              0.0062974,              0.0062974
                    190,                0.91381,                 0.3945,                0.98192,                0.98609,                0.96297,                0.98515,                0.71684,                 1.0681,                0.33618,                0.99705,              0.0062776,              0.0062776,              0.0062776
                    191,                0.91796,                0.39559,                0.97464,                0.98553,                0.96258,                0.98523,                0.71636,                 1.0683,                0.33608,                0.99716,              0.0062578,              0.0062578,              0.0062578
                    192,                0.91266,                 0.3948,                0.97237,                0.98552,                0.96197,                0.98522,                0.71572,                 1.0686,                0.33577,                0.99721,               0.006238,               0.006238,               0.006238
                    193,                0.91933,                0.39418,                 0.9801,                0.98336,                0.96345,                0.98523,                0.71683,                 1.0686,                0.33568,                0.99715,              0.0062182,              0.0062182,              0.0062182
                    194,                0.91283,                0.39402,                0.97941,                0.98336,                0.96304,                0.98519,                 0.7156,                 1.0688,                0.33552,                 0.9977,              0.0061984,              0.0061984,              0.0061984
                    195,                0.91855,                0.39465,                0.97682,                0.98282,                0.96364,                0.98525,                0.71585,                 1.0692,                0.33554,                0.99815,              0.0061786,              0.0061786,              0.0061786
                    196,                0.90902,                0.39032,                0.97293,                0.98282,                0.96361,                0.98533,                 0.7165,                 1.0691,                0.33535,                 0.9986,              0.0061588,              0.0061588,              0.0061588
                    197,                 0.9104,                0.39179,                0.96889,                0.98509,                 0.9625,                0.98542,                 0.7159,                  1.069,                0.33562,                0.99848,               0.006139,               0.006139,               0.006139
                    198,                0.91492,                0.39452,                0.97244,                0.98499,                0.96302,                0.98541,                0.71551,                 1.0691,                0.33586,                 0.9982,              0.0061192,              0.0061192,              0.0061192
                    199,                0.91126,                0.39278,                0.97124,                0.98349,                0.96359,                0.98536,                0.71515,                 1.0693,                 0.3352,                0.99837,              0.0060994,              0.0060994,              0.0060994
                    200,                0.90666,                 0.3918,                0.96645,                0.98283,                0.96428,                0.98537,                0.71506,                 1.0697,                 0.3349,                0.99816,              0.0060796,              0.0060796,              0.0060796
                    201,                0.90771,                0.39296,                0.97074,                0.98337,                0.96382,                0.98544,                0.71457,                 1.0702,                0.33463,                0.99822,              0.0060598,              0.0060598,              0.0060598
                    202,                0.90867,                0.39162,                0.97439,                0.98337,                0.96384,                0.98551,                0.71477,                 1.0708,                0.33463,                0.99859,                0.00604,                0.00604,                0.00604
                    203,                0.90728,                 0.3924,                0.97202,                0.98336,                0.96355,                0.98554,                0.71464,                 1.0712,                0.33498,                0.99855,              0.0060202,              0.0060202,              0.0060202
                    204,                 0.9084,                0.39484,                0.97667,                0.98337,                0.96411,                0.98558,                0.71465,                 1.0715,                0.33464,                0.99848,              0.0060004,              0.0060004,              0.0060004
                    205,                0.90976,                0.39492,                0.97236,                0.98256,                0.96576,                0.98549,                0.71545,                 1.0718,                0.33488,                0.99819,              0.0059806,              0.0059806,              0.0059806
                    206,                 0.9056,                0.38977,                0.97283,                0.98197,                0.96576,                0.98543,                0.71482,                 1.0722,                0.33478,                 0.9978,              0.0059608,              0.0059608,              0.0059608
                    207,                0.90504,                0.39175,                0.97744,                0.98082,                0.96685,                0.98546,                0.71499,                 1.0727,                0.33479,                0.99784,               0.005941,               0.005941,               0.005941
                    208,                 0.9028,                0.39032,                0.96638,                 0.9806,                 0.9663,                0.98489,                0.71508,                 1.0734,                0.33444,                0.99786,              0.0059212,              0.0059212,              0.0059212
                    209,                0.90033,                0.38861,                0.96533,                0.98112,                 0.9663,                0.98483,                0.71414,                 1.0738,                0.33437,                0.99777,              0.0059014,              0.0059014,              0.0059014
                    210,                0.90321,                0.38959,                0.97424,                0.98124,                0.96637,                0.98485,                0.71466,                 1.0739,                0.33439,                0.99805,              0.0058816,              0.0058816,              0.0058816
                    211,                0.90431,                0.38893,                0.96865,                0.98179,                0.96678,                0.98486,                0.71428,                 1.0742,                0.33426,                0.99812,              0.0058618,              0.0058618,              0.0058618
                    212,                0.90135,                0.38738,                0.97222,                0.98179,                0.96682,                0.98497,                0.71422,                 1.0746,                0.33403,                0.99867,               0.005842,               0.005842,               0.005842
                    213,                0.89804,                0.38965,                0.96598,                0.98179,                0.96682,                0.98508,                0.71397,                  1.075,                0.33416,                0.99899,              0.0058222,              0.0058222,              0.0058222
                    214,                0.89948,                0.38738,                0.96986,                0.98179,                0.96681,                 0.9852,                0.71441,                 1.0754,                0.33417,                0.99913,              0.0058024,              0.0058024,              0.0058024
                    215,                0.89873,                0.38999,                0.97644,                0.98179,                0.96674,                0.98515,                0.71416,                  1.076,                0.33405,                0.99956,              0.0057826,              0.0057826,              0.0057826
                    216,                0.89528,                0.38938,                0.97765,                0.98186,                 0.9663,                0.98508,                0.71409,                 1.0764,                0.33416,                 1.0003,              0.0057628,              0.0057628,              0.0057628
                    217,                0.89758,                0.38493,                0.96997,                0.98232,                0.96628,                0.98509,                0.71324,                 1.0768,                0.33397,                 1.0007,               0.005743,               0.005743,               0.005743
                    218,                 0.9002,                 0.3862,                 0.9677,                0.98231,                 0.9659,                0.98507,                0.71354,                 1.0774,                0.33393,                  1.001,              0.0057232,              0.0057232,              0.0057232
                    219,                0.89763,                0.38647,                0.96414,                 0.9823,                0.96521,                0.98509,                0.71378,                 1.0779,                0.33386,                 1.0011,              0.0057034,              0.0057034,              0.0057034
                    220,                0.88978,                 0.3853,                0.96615,                 0.9823,                0.96515,                  0.985,                0.71334,                 1.0783,                0.33364,                  1.001,              0.0056836,              0.0056836,              0.0056836
                    221,                0.89334,                  0.382,                  0.967,                0.98252,                0.96522,                0.98548,                0.71296,                 1.0786,                 0.3335,                 1.0011,              0.0056638,              0.0056638,              0.0056638
                    222,                0.89812,                0.38596,                0.97148,                0.98238,                0.96522,                0.98551,                 0.7124,                  1.079,                 0.3333,                 1.0013,               0.005644,               0.005644,               0.005644
                    223,                0.89389,                0.38635,                0.96935,                0.98299,                0.96522,                0.98555,                0.71327,                 1.0794,                0.33314,                 1.0014,              0.0056242,              0.0056242,              0.0056242
                    224,                0.89148,                0.38263,                0.96813,                0.98326,                0.96522,                0.98564,                0.71305,                 1.0798,                0.33341,                 1.0014,              0.0056044,              0.0056044,              0.0056044
                    225,                0.89537,                0.38604,                0.96811,                0.98273,                0.96467,                0.98501,                0.71318,                 1.0803,                0.33379,                 1.0012,              0.0055846,              0.0055846,              0.0055846
                    226,                0.89436,                0.38624,                0.96555,                0.98283,                0.96459,                0.98494,                0.71277,                 1.0806,                0.33352,                 1.0011,              0.0055648,              0.0055648,              0.0055648
                    227,                 0.8865,                0.38262,                0.96369,                0.98371,                0.96467,                0.98523,                0.71257,                 1.0809,                0.33316,                 1.0009,               0.005545,               0.005545,               0.005545
                    228,                0.88641,                0.38267,                0.96331,                0.98393,                0.96473,                0.98552,                0.71209,                 1.0809,                0.33312,                 1.0008,              0.0055252,              0.0055252,              0.0055252
                    229,                0.89006,                 0.3834,                0.96065,                0.98447,                 0.9649,                0.98571,                0.71215,                 1.0813,                0.33321,                 1.0007,              0.0055054,              0.0055054,              0.0055054
                    230,                0.88475,                0.38127,                0.96665,                0.98392,                0.96431,                0.98551,                0.71249,                 1.0815,                0.33365,                 1.0007,              0.0054856,              0.0054856,              0.0054856
                    231,                 0.8927,                0.38361,                0.97344,                0.98374,                0.96413,                0.98559,                0.71291,                 1.0817,                0.33329,                 1.0011,              0.0054658,              0.0054658,              0.0054658
                    232,                0.88802,                0.38266,                0.96821,                0.98446,                0.96467,                0.98602,                0.71291,                 1.0818,                0.33322,                 1.0013,               0.005446,               0.005446,               0.005446
                    233,                0.88519,                0.38287,                0.96516,                0.98423,                0.96467,                0.98611,                 0.7124,                 1.0819,                0.33347,                  1.001,              0.0054262,              0.0054262,              0.0054262
                    234,                0.88562,                0.38104,                0.96827,                0.98445,                0.96467,                0.98597,                0.71319,                  1.082,                0.33344,                  1.001,              0.0054064,              0.0054064,              0.0054064
                    235,                0.88677,                0.38143,                0.96312,                0.98447,                0.96477,                0.98587,                  0.713,                  1.082,                0.33344,                 1.0011,              0.0053866,              0.0053866,              0.0053866
                    236,                0.88386,                0.38078,                0.96665,                0.98431,                0.96522,                0.98582,                 0.7131,                 1.0821,                0.33349,                 1.0013,              0.0053668,              0.0053668,              0.0053668
                    237,                 0.8798,                0.37788,                0.95981,                0.98394,                0.96541,                0.98587,                0.71309,                 1.0824,                0.33324,                 1.0015,               0.005347,               0.005347,               0.005347
                    238,                0.88594,                0.38054,                0.96477,                0.98394,                0.96562,                0.98603,                 0.7129,                 1.0826,                0.33335,                 1.0017,              0.0053272,              0.0053272,              0.0053272
                    239,                0.88565,                0.37974,                0.96293,                0.98394,                0.96583,                0.98608,                  0.713,                 1.0828,                0.33321,                 1.0016,              0.0053074,              0.0053074,              0.0053074
                    240,                0.87788,                0.37564,                0.96027,                0.98394,                0.96566,                0.98612,                0.71315,                 1.0832,                0.33323,                 1.0017,              0.0052876,              0.0052876,              0.0052876
                    241,                 0.8826,                0.38055,                0.95838,                0.98411,                0.96522,                0.98622,                0.71341,                 1.0836,                0.33327,                 1.0015,              0.0052678,              0.0052678,              0.0052678
                    242,                0.88659,                0.38176,                 0.9636,                0.98451,                0.96522,                0.98615,                0.71325,                  1.084,                0.33323,                 1.0016,               0.005248,               0.005248,               0.005248
                    243,                0.88496,                0.38084,                0.96041,                0.98503,                 0.9653,                0.98599,                0.71261,                 1.0843,                0.33358,                 1.0014,              0.0052282,              0.0052282,              0.0052282
                    244,                0.87705,                0.37886,                0.96339,                0.98485,                0.96522,                  0.986,                0.71291,                 1.0845,                0.33357,                 1.0015,              0.0052084,              0.0052084,              0.0052084
                    245,                0.88341,                0.38033,                 0.9584,                0.98491,                0.96522,                0.98626,                0.71246,                 1.0849,                0.33375,                 1.0013,              0.0051886,              0.0051886,              0.0051886
                    246,                0.87639,                0.37768,                0.95833,                0.98528,                0.96522,                0.98633,                0.71244,                 1.0851,                0.33365,                  1.001,              0.0051688,              0.0051688,              0.0051688
                    247,                0.87602,                0.37795,                0.95605,                0.98516,                0.96522,                0.98652,                0.71313,                 1.0855,                0.33371,                 1.0009,               0.005149,               0.005149,               0.005149
                    248,                 0.8777,                0.37608,                0.95879,                0.98503,                0.96586,                0.98638,                0.71386,                 1.0856,                0.33386,                 1.0009,              0.0051292,              0.0051292,              0.0051292
                    249,                0.87166,                0.37852,                0.96082,                0.98503,                0.96557,                0.98658,                0.71416,                 1.0859,                0.33365,                 1.0011,              0.0051094,              0.0051094,              0.0051094
                    250,                0.87221,                0.37627,                0.96073,                0.98503,                0.96538,                0.98642,                0.71407,                 1.0862,                0.33351,                 1.0011,              0.0050896,              0.0050896,              0.0050896
                    251,                0.88052,                0.37755,                0.95976,                0.98525,                0.96576,                 0.9864,                0.71348,                 1.0863,                0.33323,                  1.001,              0.0050698,              0.0050698,              0.0050698
                    252,                0.87403,                0.37711,                0.95804,                0.98558,                0.96563,                0.98639,                0.71346,                 1.0867,                0.33317,                 1.0011,                0.00505,                0.00505,                0.00505
                    253,                 0.8703,                 0.3769,                0.95991,                0.98558,                0.96549,                0.98643,                0.71299,                 1.0871,                0.33299,                 1.0012,              0.0050302,              0.0050302,              0.0050302
                    254,                0.87497,                0.37706,                0.96558,                0.98556,                0.96467,                0.98654,                0.71264,                 1.0875,                0.33312,                 1.0014,              0.0050104,              0.0050104,              0.0050104
                    255,                0.87246,                0.37664,                0.96153,                0.98556,                0.96463,                0.98657,                0.71259,                 1.0878,                0.33317,                 1.0015,              0.0049906,              0.0049906,              0.0049906
                    256,                 0.8716,                0.37626,                0.96053,                0.98503,                0.96559,                0.98658,                0.71262,                 1.0882,                0.33317,                 1.0018,              0.0049708,              0.0049708,              0.0049708
                    257,                0.86875,                0.37508,                 0.9601,                0.98529,                 0.9663,                0.98646,                0.71302,                 1.0884,                0.33318,                 1.0019,               0.004951,               0.004951,               0.004951
                    258,                0.86796,                0.37254,                0.95918,                0.98538,                 0.9663,                0.98636,                0.71307,                 1.0888,                0.33304,                 1.0022,              0.0049312,              0.0049312,              0.0049312
                    259,                0.86817,                0.37481,                0.95722,                0.98367,                0.96685,                0.98641,                0.71289,                 1.0891,                0.33322,                 1.0023,              0.0049114,              0.0049114,              0.0049114
                    260,                0.86599,                0.37359,                0.96284,                0.98341,                0.96632,                0.98656,                 0.7131,                 1.0896,                0.33316,                 1.0026,              0.0048916,              0.0048916,              0.0048916
                    261,                 0.8674,                0.37432,                0.95673,                0.98556,                0.96576,                0.98674,                0.71347,                 1.0899,                0.33336,                 1.0028,              0.0048718,              0.0048718,              0.0048718
                    262,                 0.8656,                0.37586,                0.96123,                0.98557,                0.96508,                0.98656,                0.71343,                 1.0899,                0.33304,                  1.003,               0.004852,               0.004852,               0.004852
                    263,                0.85939,                 0.3724,                 0.9559,                0.98558,                0.96607,                0.98656,                 0.7133,                 1.0904,                0.33294,                 1.0032,              0.0048322,              0.0048322,              0.0048322
                    264,                0.86721,                0.37377,                 0.9601,                0.98503,                0.96576,                 0.9863,                0.71357,                 1.0907,                0.33301,                 1.0036,              0.0048124,              0.0048124,              0.0048124
                    265,                0.86207,                0.37218,                0.96073,                0.98512,                0.96576,                0.98646,                0.71388,                 1.0908,                0.33309,                 1.0039,              0.0047926,              0.0047926,              0.0047926
                    266,                0.86306,                0.37529,                0.96001,                0.98435,                0.96576,                0.98645,                0.71355,                 1.0909,                0.33319,                 1.0041,              0.0047728,              0.0047728,              0.0047728
                    267,                0.85799,                0.37003,                0.95487,                0.98477,                0.96576,                0.98657,                0.71325,                 1.0909,                0.33309,                 1.0041,               0.004753,               0.004753,               0.004753
                    268,                0.86151,                0.37359,                0.95761,                0.98446,                 0.9663,                 0.9866,                0.71379,                 1.0911,                0.33327,                 1.0042,              0.0047332,              0.0047332,              0.0047332
                    269,                0.85909,                0.37081,                0.95319,                0.98348,                 0.9663,                0.98661,                0.71405,                 1.0913,                 0.3332,                 1.0041,              0.0047134,              0.0047134,              0.0047134
                    270,                0.86376,                0.37235,                0.95592,                0.98287,                0.96668,                0.98661,                0.71396,                 1.0914,                0.33359,                 1.0041,              0.0046936,              0.0046936,              0.0046936
                    271,                0.86384,                0.37338,                0.96279,                0.98129,                0.96905,                 0.9867,                0.71391,                 1.0914,                0.33332,                 1.0043,              0.0046738,              0.0046738,              0.0046738
                    272,                0.85537,                0.36737,                0.95151,                0.98187,                0.96902,                 0.9867,                0.71451,                 1.0918,                0.33332,                 1.0045,               0.004654,               0.004654,               0.004654
                    273,                0.85518,                0.37106,                0.96195,                0.98197,                0.96902,                0.98669,                0.71362,                 1.0919,                0.33328,                 1.0049,              0.0046342,              0.0046342,              0.0046342
                    274,                0.85898,                0.37184,                0.95768,                0.98137,                0.96957,                0.98686,                 0.7138,                 1.0921,                0.33339,                 1.0052,              0.0046144,              0.0046144,              0.0046144
                    275,                0.85519,                0.36712,                0.95746,                 0.9816,                0.96902,                0.98686,                0.71305,                 1.0927,                0.33323,                 1.0057,              0.0045946,              0.0045946,              0.0045946
                    276,                0.85107,                0.36651,                0.95314,                 0.9814,                0.96957,                0.98664,                0.71301,                  1.093,                0.33337,                 1.0057,              0.0045748,              0.0045748,              0.0045748
                    277,                0.85064,                0.36709,                0.95679,                0.98149,                0.96957,                 0.9866,                0.71258,                 1.0936,                 0.3338,                 1.0063,               0.004555,               0.004555,               0.004555
                    278,                0.84988,                 0.3694,                0.95517,                0.98225,                0.96957,                0.98657,                0.71268,                 1.0941,                0.33368,                 1.0065,              0.0045352,              0.0045352,              0.0045352
                    279,                0.85001,                0.36773,                0.94967,                0.98207,                0.96957,                0.98656,                0.71259,                 1.0948,                0.33388,                 1.0067,              0.0045154,              0.0045154,              0.0045154
                    280,                0.85164,                0.36791,                 0.9491,                0.98263,                0.96957,                0.98638,                0.71248,                 1.0954,                0.33382,                 1.0068,              0.0044956,              0.0044956,              0.0044956
                    281,                0.84975,                0.36591,                0.95524,                0.98184,                0.96964,                0.98647,                 0.7121,                 1.0957,                0.33402,                 1.0072,              0.0044758,              0.0044758,              0.0044758
                    282,                0.84782,                0.36679,                0.95812,                0.98291,                0.96887,                0.98641,                0.71178,                  1.096,                0.33435,                 1.0077,               0.004456,               0.004456,               0.004456
                    283,                0.85066,                0.36629,                0.95058,                0.98267,                0.96902,                0.98631,                0.71161,                 1.0964,                0.33456,                 1.0079,              0.0044362,              0.0044362,              0.0044362
                    284,                0.84705,                0.36251,                0.94784,                0.98226,                0.96902,                0.98618,                0.71154,                 1.0967,                0.33456,                 1.0078,              0.0044164,              0.0044164,              0.0044164
                    285,                0.84946,                0.36611,                0.95359,                0.98236,                0.96828,                0.98632,                0.71141,                 1.0971,                0.33462,                  1.008,              0.0043966,              0.0043966,              0.0043966
                    286,                0.84575,                0.36273,                0.95519,                0.98369,                 0.9663,                0.98615,                0.71114,                 1.0975,                0.33501,                 1.0084,              0.0043768,              0.0043768,              0.0043768
                    287,                 0.8378,                0.36109,                0.95222,                0.98353,                0.96576,                0.98609,                0.71147,                 1.0978,                0.33484,                 1.0087,               0.004357,               0.004357,               0.004357
                    288,                0.84763,                 0.3665,                0.95241,                0.98127,                0.96818,                0.98598,                0.71117,                 1.0982,                0.33514,                  1.009,              0.0043372,              0.0043372,              0.0043372
                    289,                0.84393,                0.36426,                0.94724,                0.98389,                0.96576,                0.98603,                0.71135,                 1.0985,                0.33495,                 1.0091,              0.0043174,              0.0043174,              0.0043174
                    290,                0.84372,                0.36298,                0.94909,                0.98403,                0.96576,                0.98574,                0.71129,                 1.0987,                0.33495,                 1.0091,              0.0042976,              0.0042976,              0.0042976
                    291,                0.83921,                 0.3662,                0.95132,                0.98418,                0.96576,                0.98559,                0.71101,                 1.0992,                0.33516,                 1.0093,              0.0042778,              0.0042778,              0.0042778
                    292,                0.83736,                0.36281,                0.95431,                0.98286,                0.96616,                0.98558,                 0.7116,                 1.0993,                0.33506,                 1.0095,               0.004258,               0.004258,               0.004258
                    293,                0.84118,                0.36259,                0.95485,                0.98447,                0.96482,                0.98579,                0.71077,                 1.0995,                0.33553,                 1.0098,              0.0042382,              0.0042382,              0.0042382
                    294,                0.83731,                0.35946,                0.95347,                0.98448,                0.96526,                0.98582,                0.71013,                 1.0997,                0.33535,                 1.0099,              0.0042184,              0.0042184,              0.0042184
                    295,                0.83523,                0.35938,                0.94757,                0.98448,                0.96525,                0.98595,                0.71041,                 1.0999,                0.33554,                 1.0102,              0.0041986,              0.0041986,              0.0041986
                    296,                0.83291,                0.36201,                0.94156,                0.98448,                0.96527,                0.98595,                0.71013,                 1.1003,                0.33583,                 1.0102,              0.0041788,              0.0041788,              0.0041788
                    297,                0.83359,                0.36004,                0.95035,                0.98464,                0.96467,                0.98588,                0.71029,                 1.1007,                0.33577,                 1.0105,               0.004159,               0.004159,               0.004159
                    298,                0.83705,                0.36192,                0.95287,                0.98556,                 0.9645,                0.98585,                0.70975,                 1.1007,                0.33556,                 1.0107,              0.0041392,              0.0041392,              0.0041392
                    299,                0.83597,                0.36261,                0.95221,                0.98556,                0.96464,                0.98589,                0.70972,                  1.101,                0.33572,                  1.011,              0.0041194,              0.0041194,              0.0041194
                    300,                0.83774,                0.36128,                0.95473,                0.98526,                0.96413,                0.98581,                0.70943,                 1.1011,                0.33625,                 1.0114,              0.0040996,              0.0040996,              0.0040996
                    301,                0.83279,                0.35952,                 0.9468,                0.98557,                0.96359,                 0.9858,                0.70927,                 1.1012,                 0.3363,                 1.0115,              0.0040798,              0.0040798,              0.0040798
                    302,                0.83186,                0.35998,                0.94474,                0.98664,                0.96346,                0.98575,                0.70925,                 1.1013,                0.33639,                 1.0115,                0.00406,                0.00406,                0.00406
                    303,                0.82975,                0.35915,                0.95119,                0.98596,                0.96359,                0.98567,                0.70927,                 1.1014,                0.33655,                 1.0118,              0.0040402,              0.0040402,              0.0040402
                    304,                0.83011,                0.35748,                0.94568,                0.98556,                0.96426,                0.98555,                0.70925,                 1.1016,                0.33661,                 1.0116,              0.0040204,              0.0040204,              0.0040204
                    305,                0.83636,                0.36014,                0.94601,                0.98786,                0.96196,                0.98548,                0.70888,                 1.1019,                0.33682,                 1.0115,              0.0040006,              0.0040006,              0.0040006
                    306,                0.83589,                0.36149,                0.94685,                0.98798,                0.96196,                0.98543,                0.70884,                 1.1022,                0.33683,                 1.0116,              0.0039808,              0.0039808,              0.0039808
                    307,                0.83167,                0.35894,                0.94964,                0.98555,                  0.964,                0.98548,                0.70761,                 1.1024,                0.33687,                 1.0115,               0.003961,               0.003961,               0.003961
                    308,                0.82937,                0.35884,                0.94182,                0.98548,                0.96413,                 0.9855,                0.70785,                 1.1028,                0.33678,                 1.0117,              0.0039412,              0.0039412,              0.0039412
                    309,                0.82139,                0.35779,                0.94075,                0.98513,                0.96413,                0.98563,                 0.7076,                 1.1032,                0.33668,                 1.0118,              0.0039214,              0.0039214,              0.0039214
                    310,                0.81841,                0.35191,                0.93925,                0.98556,                0.96449,                0.98539,                0.70734,                 1.1037,                0.33725,                 1.0118,              0.0039016,              0.0039016,              0.0039016
                    311,                0.82667,                0.35615,                0.94436,                0.98752,                0.96196,                0.98554,                0.70802,                 1.1039,                0.33695,                 1.0117,              0.0038818,              0.0038818,              0.0038818
                    312,                0.81958,                0.35374,                0.94325,                0.98451,                0.96522,                0.98574,                0.70777,                 1.1041,                 0.3368,                 1.0117,               0.003862,               0.003862,               0.003862
                    313,                0.81936,                0.35202,                0.94207,                0.98413,                0.96522,                0.98586,                0.70744,                 1.1046,                0.33671,                 1.0119,              0.0038422,              0.0038422,              0.0038422
